,일시,평균기온,최대풍속,평균풍속
3436,2019-12-28,3.9,4.4,2.1
3437,2019-12-29,6.5,3.4,1.7
3438,2019-12-30,9.2,6.4,2.8
3439,2019-12-31,-0.2,8.4,3.0
3440,2020-01-01,2.1,4.0,1.8
3441,2020-01-02,4.7,6.4,2.0
3442,2020-01-03,5.9,7.1,2.3
3443,2020-01-04,5.0,9.1,4.0
3444,2020-01-05,4.4,5.7,2.2
3445,2020-01-06,7.1,5.0,1.7
3446,2020-01-07,10.0,6.3,1.9
3447,2020-01-08,6.5,22.2,8.2
3448,2020-01-09,4.4,11.3,4.4
3449,2020-01-10,4.7,7.9,2.8
3450,2020-01-11,5.2,5.4,1.9
3451,2020-01-12,4.2,12.4,4.9
3452,2020-01-13,2.3,7.2,2.9
3453,2020-01-14,1.3,10.2,4.0
3454,2020-01-15,1.4,9.3,3.7
3455,2020-01-16,3.2,6.8,2.3
3456,2020-01-17,3.8,7.7,3.8
3457,2020-01-18,3.9,9.0,4.1
3458,2020-01-19,4.5,7.9,3.3
3459,2020-01-20,3.5,7.5,3.0
3460,2020-01-21,3.0,8.8,2.8
3461,2020-01-22,7.1,7.1,3.1
3462,2020-01-23,7.6,3.8,1.9
3463,2020-01-24,4.3,10.0,5.5
3464,2020-01-25,5.1,6.5,2.2
3465,2020-01-26,5.5,12.4,5.7
3466,2020-01-27,5.4,15.3,7.6
3467,2020-01-28,5.7,14.9,11.6
3468,2020-01-29,4.1,9.0,6.6
3469,2020-01-30,1.8,10.2,7.7
3470,2020-01-31,1.9,10.2,5.3
3471,2020-02-01,4.9,5.0,2.0
3472,2020-02-02,5.7,5.0,2.4
3473,2020-02-03,2.7,7.1,3.6
3474,2020-02-04,3.5,6.4,3.4
3475,2020-02-05,-3.2,8.8,5.9
3476,2020-02-06,-3.2,9.0,5.2
3477,2020-02-07,2.6,7.7,3.5
3478,2020-02-08,0.8,11.6,5.3
3479,2020-02-09,1.5,7.7,3.4
3480,2020-02-10,3.3,6.2,3.4
3481,2020-02-11,6.1,5.5,2.3
3482,2020-02-12,9.6,5.6,2.5
3483,2020-02-13,10.5,6.5,2.3
3484,2020-02-14,9.8,5.3,2.3
3485,2020-02-15,8.7,7.0,2.5
3486,2020-02-16,6.4,9.1,3.8
3487,2020-02-17,-0.6,7.7,3.4
3488,2020-02-18,-0.3,6.7,2.8
3489,2020-02-19,3.5,5.1,1.8
3490,2020-02-20,5.2,5.4,1.9
3491,2020-02-21,7.0,5.0,3.2
3492,2020-02-22,6.7,8.9,4.8
3493,2020-02-23,4.4,7.8,3.6
3494,2020-02-24,9.0,7.4,4.6
3495,2020-02-25,6.6,12.2,6.5
3496,2020-02-26,3.6,10.8,7.2
3497,2020-02-27,2.0,11.2,5.9
3498,2020-02-28,4.1,6.6,2.3
3499,2020-02-29,6.2,10.3,4.4
3500,2020-03-01,6.4,3.7,1.8
3501,2020-03-02,4.8,12.4,5.5
3502,2020-03-03,5.2,8.3,3.0
3503,2020-03-04,6.2,8.0,3.8
3504,2020-03-05,2.1,9.8,3.9
3505,2020-03-06,5.7,5.3,2.2
3506,2020-03-07,7.7,3.3,1.5
3507,2020-03-08,8.0,8.1,4.0
3508,2020-03-09,9.3,5.4,2.6
3509,2020-03-10,7.1,9.9,5.3
3510,2020-03-11,4.8,8.0,3.5
3511,2020-03-12,8.7,10.7,5.1
3512,2020-03-13,7.3,10.6,4.6
3513,2020-03-14,3.7,6.3,3.4
3514,2020-03-15,4.3,10.8,5.4
3515,2020-03-16,4.1,13.7,5.6
3516,2020-03-17,8.0,11.9,6.3
3517,2020-03-18,10.1,9.8,4.4
3518,2020-03-19,10.4,12.1,8.5
3519,2020-03-20,9.0,9.3,4.9
3520,2020-03-21,12.8,11.0,6.7
3521,2020-03-22,8.4,10.8,4.9
3522,2020-03-23,7.6,6.7,3.5
3523,2020-03-24,6.5,4.1,1.7
3524,2020-03-25,9.9,6.6,4.2
3525,2020-03-26,13.2,8.8,5.6
3526,2020-03-27,8.9,12.6,6.5
3527,2020-03-28,6.4,6.0,2.8
3528,2020-03-29,6.2,6.0,2.7
3529,2020-03-30,8.0,2.9,1.7
3530,2020-03-31,9.3,3.2,1.9
3531,2020-04-01,8.9,11.4,4.9
3532,2020-04-02,10.7,11.9,5.7
3533,2020-04-03,13.6,7.1,3.9
3534,2020-04-04,7.9,12.6,6.1
3535,2020-04-05,6.9,5.5,2.5
3536,2020-04-06,10.6,6.2,3.6
3537,2020-04-07,12.2,6.9,2.9
3538,2020-04-08,5.8,11.4,4.5
3539,2020-04-09,7.3,10.8,5.2
3540,2020-04-10,8.0,6.9,3.1
3541,2020-04-11,10.3,5.8,3.2
3542,2020-04-12,8.9,11.4,5.3
3543,2020-04-13,8.0,14.2,10.5
3544,2020-04-14,12.5,7.6,2.6
3545,2020-04-15,14.4,11.1,3.7
3546,2020-04-16,9.7,6.6,3.3
3547,2020-04-17,10.2,6.2,2.3
3548,2020-04-18,10.2,9.5,5.5
3549,2020-04-19,10.2,6.5,4.0
3550,2020-04-20,11.4,8.0,3.6
3551,2020-04-21,10.0,8.0,3.8
3552,2020-04-22,7.3,7.6,3.6
3553,2020-04-23,7.2,5.2,2.1
3554,2020-04-24,10.0,12.4,5.0
3555,2020-04-25,13.4,14.3,9.9
3556,2020-04-26,9.3,7.7,4.1
3557,2020-04-27,10.1,6.4,2.3
3558,2020-04-28,13.2,14.1,5.5
3559,2020-04-29,17.1,10.3,4.0
3560,2020-04-30,17.2,10.1,4.3
3561,2020-05-01,23.1,13.1,7.9
3562,2020-05-02,22.0,10.5,4.4
3563,2020-05-03,17.8,11.5,5.9
3564,2020-05-04,14.8,13.3,6.7
3565,2020-05-05,12.9,8.0,3.7
3566,2020-05-06,13.3,7.8,3.8
3567,2020-05-07,13.6,6.6,2.8
3568,2020-05-08,15.4,8.7,3.5
3569,2020-05-09,14.0,9.9,3.8
3570,2020-05-10,17.4,9.8,4.5
3571,2020-05-11,19.3,9.7,5.6
3572,2020-05-12,17.6,10.1,6.3
3573,2020-05-13,17.1,12.0,6.2
3574,2020-05-14,20.0,9.1,4.3
3575,2020-05-15,16.0,9.0,4.2
3576,2020-05-16,14.8,4.5,1.6
3577,2020-05-17,14.1,3.7,1.2
3578,2020-05-18,14.2,4.7,2.4
3579,2020-05-19,14.5,13.3,5.1
3580,2020-05-20,10.2,10.7,4.9
3581,2020-05-21,11.4,7.5,3.3
3582,2020-05-22,12.2,5.4,2.5
3583,2020-05-23,14.9,5.1,2.3
3584,2020-05-24,18.2,10.6,5.3
3585,2020-05-25,18.3,4.5,2.0
3586,2020-05-26,18.6,5.2,1.5
3587,2020-05-27,17.4,6.9,2.4
3588,2020-05-28,18.5,6.6,2.6
3589,2020-05-29,18.1,3.2,1.5
3590,2020-05-30,18.4,3.4,1.8
3591,2020-05-31,19.4,4.5,3.1
3592,2020-06-01,21.2,10.0,5.6
3593,2020-06-02,20.5,7.9,3.7
3594,2020-06-03,21.1,8.8,3.4
3595,2020-06-04,24.6,8.1,3.9
3596,2020-06-05,20.3,8.0,4.4
3597,2020-06-06,18.6,4.8,3.1
3598,2020-06-07,19.4,3.9,2.2
3599,2020-06-08,21.1,6.1,4.7
3600,2020-06-09,24.5,9.5,6.5
3601,2020-06-10,23.9,9.3,6.3
3602,2020-06-11,22.1,8.9,3.2
3603,2020-06-12,20.9,5.9,2.5
3604,2020-06-13,22.2,7.1,3.6
3605,2020-06-14,23.8,10.3,5.4
3606,2020-06-15,25.3,9.8,6.0
3607,2020-06-16,21.4,11.4,5.3
3608,2020-06-17,21.6,6.5,4.1
3609,2020-06-18,20.5,8.3,4.7
3610,2020-06-19,19.1,7.0,3.4
3611,2020-06-20,19.1,4.5,1.7
3612,2020-06-21,19.9,3.1,1.6
3613,2020-06-22,20.3,3.7,1.9
3614,2020-06-23,21.7,4.2,2.3
3615,2020-06-24,21.2,4.4,1.9
3616,2020-06-25,20.9,6.1,2.2
3617,2020-06-26,23.0,10.3,4.5
3618,2020-06-27,23.8,9.3,2.4
3619,2020-06-28,21.2,4.2,1.4
3620,2020-06-29,21.3,3.5,1.5
3621,2020-06-30,19.5,10.0,4.8
3622,2020-07-01,16.8,19.7,8.7
3623,2020-07-02,20.1,3.9,2.4
3624,2020-07-03,19.2,4.8,3.1
3625,2020-07-04,19.0,5.5,3.0
3626,2020-07-05,19.8,6.2,3.9
3627,2020-07-06,22.0,4.4,2.1
3628,2020-07-07,22.5,5.0,2.3
3629,2020-07-08,21.4,6.8,2.3
3630,2020-07-09,22.0,4.0,1.4
3631,2020-07-10,21.2,4.6,1.9
3632,2020-07-11,20.1,10.3,4.1
3633,2020-07-12,18.9,5.5,2.4
3634,2020-07-13,17.8,10.3,4.6
3635,2020-07-14,17.8,12.7,9.4
3636,2020-07-15,17.8,6.5,3.4
3637,2020-07-16,19.3,3.5,1.8
3638,2020-07-17,20.1,3.3,2.0
3639,2020-07-18,20.6,3.5,1.4
3640,2020-07-19,21.1,4.9,1.7
3641,2020-07-20,23.0,11.2,7.3
3642,2020-07-21,24.0,5.3,2.0
3643,2020-07-22,22.2,4.3,1.9
3644,2020-07-23,21.5,4.9,2.3
3645,2020-07-24,20.4,7.2,2.8
3646,2020-07-25,20.7,3.8,1.1
3647,2020-07-26,21.4,4.8,2.8
3648,2020-07-27,22.1,4.2,1.7
3649,2020-07-28,21.9,4.5,1.6
3650,2020-07-29,21.6,3.2,1.0
3651,2020-07-30,22.9,9.7,2.4
3652,2020-07-31,25.7,4.8,2.5
